lat,long,ndvi_mean_5x5,evi_mean_5x5,savi_mean_5x5,gndvi_mean_5x5,arvi_mean_5x5,msavi_mean_5x5,ndwi_mean_5x5,awei_nsh_mean_5x5,awei_sh_mean_5x5,ndsi_mean_5x5,nbr_mean_5x5,si_mean_5x5,ndbi_mean_5x5,ui_mean_5x5,ibi_mean_5x5,albedo_mean_5x5
40.81310667,-73.90916667,0.24471827184976994,0.15633051212787497,0.14503109353861393,0.28596929811561167,0.12903270089307198,0.12805222024668944,-0.2859692982051874,-0.77013305,0.1216792,-0.23265719796045048,0.16845004522853999,0.34618612752638933,-0.06433075075853752,0.19162743928108417,-0.48439466834216177,0.14426319616141733
40.813045,-73.90918667,0.24471827184976994,0.15633051212787497,0.14503109353861393,0.28596929811561167,0.12903270089307198,0.12805222024668944,-0.2859692982051874,-0.77013305,0.1216792,-0.23265719796045048,0.16845004522853999,0.34618612752638933,-0.06433075075853752,0.19162743928108417,-0.48439466834216177,0.14426319616141733
40.81297833,-73.909215,0.3136372627772541,0.19696985155551086,0.1821665535429914,0.3390368528328914,0.21058494474339706,0.16155520231080256,-0.3390368529421165,-0.75500695,0.14775580000000002,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.09252687974487676,0.238769439849769,-0.5730079693840322,0.1383020438976378
40.81290833,-73.90924167,0.3136372627772541,0.19696985155551086,0.1821665535429914,0.3390368528328914,0.21058494474339706,0.16155520231080256,-0.3390368529421165,-0.75500695,0.14775580000000002,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.09252687974487676,0.238769439849769,-0.5730079693840322,0.1383020438976378
40.812845,-73.90925667,0.3136372627772541,0.19696985155551086,0.1821665535429914,0.3390368528328914,0.21058494474339706,0.16155520231080256,-0.3390368529421165,-0.75500695,0.14775580000000002,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.09252687974487676,0.238769439849769,-0.5730079693840322,0.1383020438976378
40.81277667,-73.90928,0.3136372627772541,0.19696985155551086,0.1821665535429914,0.3390368528328914,0.21058494474339706,0.16155520231080256,-0.3390368529421165,-0.75500695,0.14775580000000002,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.09252687974487676,0.238769439849769,-0.5730079693840322,0.1383020438976378
40.81271,-73.90931167,0.2881239723400655,0.18821345855118124,0.17027122860047023,0.312391445088275,0.19164286419555196,0.15159877535684008,-0.3123914451862662,-0.817959125,0.12926837500000007,-0.26096723224743695,0.1999027835445771,0.3649398715825235,-0.06674447361114101,0.23751778895146441,-0.958640265018117,0.15019302007874014
40.81264333,-73.90934,0.2881239723400655,0.18821345855118124,0.17027122860047023,0.312391445088275,0.19164286419555196,0.15159877535684008,-0.3123914451862662,-0.817959125,0.12926837500000007,-0.26096723224743695,0.1999027835445771,0.3649398715825235,-0.06674447361114101,0.23751778895146441,-0.958640265018117,0.15019302007874014
40.81256167,-73.90936333,0.2881239723400655,0.18821345855118124,0.17027122860047023,0.312391445088275,0.19164286419555196,0.15159877535684008,-0.3123914451862662,-0.817959125,0.12926837500000007,-0.26096723224743695,0.1999027835445771,0.3649398715825235,-0.06674447361114101,0.23751778895146441,-0.958640265018117,0.15019302007874014
40.812485,-73.90938333,0.2881239723400655,0.18821345855118124,0.17027122860047023,0.312391445088275,0.19164286419555196,0.15159877535684008,-0.3123914451862662,-0.817959125,0.12926837500000007,-0.26096723224743695,0.1999027835445771,0.3649398715825235,-0.06674447361114101,0.23751778895146441,-0.958640265018117,0.15019302007874014
