lat,long,red_mean_3x3,blue_mean_3x3,green_mean_3x3,nir08_mean_3x3,swir16_mean_3x3,swir22_mean_3x3,coastal_mean_3x3,lwir11_mean_3x3
40.81310667,-73.90916667,0.11254055555555557,0.08399555555555555,0.10482527777777777,0.20428972222222222,0.169325,0.1341036111111111,0.0723875,38.05973470000001
40.813045,-73.90918667,0.11254055555555557,0.08399555555555555,0.10482527777777777,0.20428972222222222,0.169325,0.1341036111111111,0.0723875,38.05973470000001
40.81297833,-73.909215,0.1373302777777778,0.09616888888888887,0.12534333333333333,0.2279,0.19397111111111112,0.14859916666666667,0.08125472222222223,37.64349582000002
40.81290833,-73.90924167,0.1373302777777778,0.09616888888888887,0.12534333333333333,0.2279,0.19397111111111112,0.14859916666666667,0.08125472222222223,37.64349582000002
40.812845,-73.90925667,0.1373302777777778,0.09616888888888887,0.12534333333333333,0.2279,0.19397111111111112,0.14859916666666667,0.08125472222222223,37.64349582000002
40.81277667,-73.90928,0.1373302777777778,0.09616888888888887,0.12534333333333333,0.2279,0.19397111111111112,0.14859916666666667,0.08125472222222223,37.64349582000002
40.81271,-73.90931167,0.1427538888888889,0.10658527777777776,0.13364833333333334,0.22704138888888892,0.21328527777777775,0.17108500000000001,0.09128916666666667,36.92267338000002
40.81264333,-73.90934,0.1427538888888889,0.10658527777777776,0.13364833333333334,0.22704138888888892,0.21328527777777775,0.17108500000000001,0.09128916666666667,36.92267338000002
40.81256167,-73.90936333,0.1427538888888889,0.10658527777777776,0.13364833333333334,0.22704138888888892,0.21328527777777775,0.17108500000000001,0.09128916666666667,36.92267338000002
40.812485,-73.90938333,0.1427538888888889,0.10658527777777776,0.13364833333333334,0.22704138888888892,0.21328527777777775,0.17108500000000001,0.09128916666666667,36.92267338000002
40.81240333,-73.90939333,0.17496555555555557,0.13429,0.16220555555555558,0.2370819444444445,0.24397222222222226,0.2004488888888889,0.11623166666666668,37.01837794000002
40.81233,-73.90942,0.17496555555555557,0.13429,0.16220555555555558,0.2370819444444445,0.24397222222222226,0.2004488888888889,0.11623166666666668,37.01837794000002
40.81223667,-73.90945333,0.17496555555555557,0.13429,0.16220555555555558,0.2370819444444445,0.24397222222222226,0.2004488888888889,0.11623166666666668,37.01837794000002
40.81216333,-73.90947667,0.1731902777777778,0.1353258333333333,0.16166777777777777,0.2333113888888889,0.243575,0.2048427777777778,0.11808027777777778,37.20447014000002
40.81209333,-73.90949333,0.1731902777777778,0.1353258333333333,0.16166777777777777,0.2333113888888889,0.243575,0.2048427777777778,0.11808027777777778,37.20447014000002
40.81203167,-73.90952167,0.1731902777777778,0.1353258333333333,0.16166777777777777,0.2333113888888889,0.243575,0.2048427777777778,0.11808027777777778,37.20447014000002
40.81198167,-73.90953,0.1731902777777778,0.1353258333333333,0.16166777777777777,0.2333113888888889,0.243575,0.2048427777777778,0.11808027777777778,37.20447014000002
40.81194,-73.90954833,0.1731902777777778,0.1353258333333333,0.16166777777777777,0.2333113888888889,0.243575,0.2048427777777778,0.11808027777777778,37.20447014000002
40.8119,-73.90956333,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.81186333,-73.90958167,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.81181167,-73.9096,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.81175333,-73.909615,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.8117,-73.90963167,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.81164333,-73.90964667,0.14347194444444444,0.11379638888888888,0.13456194444444444,0.22462444444444443,0.2197325,0.17766666666666667,0.10119833333333333,37.164593240000016
40.81157833,-73.90966167,0.11702305555555556,0.09090722222222222,0.11066444444444443,0.2175263888888889,0.20916333333333334,0.174715,0.08221722222222222,37.277008120000026
40.81151,-73.909675,0.11702305555555556,0.09090722222222222,0.11066444444444443,0.2175263888888889,0.20916333333333334,0.174715,0.08221722222222222,37.277008120000026
40.81144167,-73.90969333,0.11702305555555556,0.09090722222222222,0.11066444444444443,0.2175263888888889,0.20916333333333334,0.174715,0.08221722222222222,37.277008120000026
40.81137667,-73.909705,0.11702305555555556,0.09090722222222222,0.11066444444444443,0.2175263888888889,0.20916333333333334,0.174715,0.08221722222222222,37.277008120000026
40.81132,-73.90971333,0.10848888888888888,0.08728027777777779,0.10413777777777777,0.21153444444444444,0.21417138888888887,0.17573555555555556,0.07996222222222221,37.34271006000003
40.81123,-73.909745,0.10848888888888888,0.08728027777777779,0.10413777777777777,0.21153444444444444,0.21417138888888887,0.17573555555555556,0.07996222222222221,37.34271006000003
40.81120333,-73.909755,0.10848888888888888,0.08728027777777779,0.10413777777777777,0.21153444444444444,0.21417138888888887,0.17573555555555556,0.07996222222222221,37.34271006000003
40.81116167,-73.90977,0.10848888888888888,0.08728027777777779,0.10413777777777777,0.21153444444444444,0.21417138888888887,0.17573555555555556,0.07996222222222221,37.34271006000003
40.81111833,-73.90978667,0.10848888888888888,0.08728027777777779,0.10413777777777777,0.21153444444444444,0.21417138888888887,0.17573555555555556,0.07996222222222221,37.34271006000003
40.81106,-73.90980833,0.11222583333333334,0.08987444444444444,0.10616972222222222,0.20717722222222223,0.21175138888888886,0.17239583333333333,0.0833661111111111,37.401955740000034
40.810865,-73.909875,0.11240305555555555,0.09076666666666668,0.10746527777777778,0.2105658333333333,0.1945852777777778,0.14721805555555556,0.08445388888888888,37.22877606000003
40.81081,-73.9099,0.12669388888888888,0.0987477777777778,0.11852944444444444,0.22087833333333334,0.19999055555555556,0.14642666666666668,0.09088277777777778,37.16459324000002
40.81075333,-73.90992833,0.12669388888888888,0.0987477777777778,0.11852944444444444,0.22087833333333334,0.19999055555555556,0.14642666666666668,0.09088277777777778,37.16459324000002
40.810705,-73.909965,0.12669388888888888,0.0987477777777778,0.11852944444444444,0.22087833333333334,0.19999055555555556,0.14642666666666668,0.09088277777777778,37.16459324000002
40.81062833,-73.90995167,0.12669388888888888,0.0987477777777778,0.11852944444444444,0.22087833333333334,0.19999055555555556,0.14642666666666668,0.09088277777777778,37.16459324000002
40.8106,-73.90991333,0.12669388888888888,0.0987477777777778,0.11852944444444444,0.22087833333333334,0.19999055555555556,0.14642666666666668,0.09088277777777778,37.16459324000002
40.810515,-73.90974333,0.12540138888888888,0.10540888888888889,0.12493388888888887,0.25793305555555557,0.21846444444444443,0.1625813888888889,0.09540194444444444,37.23067496000002
40.810495,-73.90966667,0.12540138888888888,0.10540888888888889,0.12493388888888887,0.25793305555555557,0.21846444444444443,0.1625813888888889,0.09540194444444444,37.23067496000002
40.81047333,-73.90959167,0.12540138888888888,0.10540888888888889,0.12493388888888887,0.25793305555555557,0.21846444444444443,0.1625813888888889,0.09540194444444444,37.23067496000002
40.810445,-73.90951833,0.11651277777777778,0.09727805555555556,0.11603305555555554,0.24318388888888892,0.20710083333333335,0.1615852777777778,0.08937944444444443,37.83756340000003
40.81042333,-73.90944,0.11651277777777778,0.09727805555555556,0.11603305555555554,0.24318388888888892,0.20710083333333335,0.1615852777777778,0.08937944444444443,37.83756340000003
40.8104,-73.909385,0.11651277777777778,0.09727805555555556,0.11603305555555554,0.24318388888888892,0.20710083333333335,0.1615852777777778,0.08937944444444443,37.83756340000003
