lat,long,sentinel_2_ndvi_mean_9x9,sentinel_2_evi_mean_9x9,sentinel_2_savi_mean_9x9,sentinel_2_gndvi_mean_9x9,sentinel_2_arvi_mean_9x9,sentinel_2_msavi_mean_9x9,sentinel_2_ndwi_mean_9x9,sentinel_2_awei_nsh_mean_9x9,sentinel_2_awei_sh_mean_9x9,sentinel_2_ndsi_mean_9x9,sentinel_2_nbr_mean_9x9,sentinel_2_si_mean_9x9,sentinel_2_ndbi_mean_9x9,sentinel_2_ui_mean_9x9,sentinel_2_ibi_mean_9x9,sentinel_2_albedo_mean_9x9
40.81310667,-73.90916667,0.26168116107370526,0.9748068275833807,0.39245883803931547,0.2914500349737228,0.17536123270192655,0.3718950616968327,-0.2914500349737324,-7835.746913580247,961.6358024691358,-0.26545696662498286,0.11700673825030293,0.34666495571143985,-0.03694721928543878,0.23862907833888408,-2.3266458535613093,1540.6863517060367
40.813045,-73.90918667,0.26168116107370526,0.9748068275833807,0.39245883803931547,0.2914500349737228,0.17536123270192655,0.3718950616968327,-0.2914500349737324,-7835.746913580247,961.6358024691358,-0.26545696662498286,0.11700673825030293,0.34666495571143985,-0.03694721928543878,0.23862907833888408,-2.3266458535613093,1540.6863517060367
40.81297833,-73.909215,0.3137581664090885,1.0718026186052616,0.47056230149972833,0.3344768274197006,0.23235734038759587,0.4288804719695665,-0.3344768274197114,-7639.854938271605,1452.851851851852,-0.285610829858937,0.16247044109641934,0.3720815835379869,-0.06612801277499993,0.2692665730592484,-1.3577599422315056,1579.208357635851
40.81290833,-73.90924167,0.32577994829664453,1.121924140291249,0.48859279636721364,0.3388703009967789,0.24882010268227053,0.4425314833871004,-0.3388703009967899,-7589.472222222223,1679.5277777777778,-0.28209833848256693,0.18297468012231038,0.37000663642502923,-0.0750468970374475,0.2733631954302508,0.2227033327108578,1642.5124185865652
40.812845,-73.90925667,0.32085660609522276,1.1063656676368063,0.4812091024087871,0.3384465278388092,0.2434843812225147,0.43590576526971436,-0.33844652783882007,-8018.929012345679,1532.9413580246915,-0.29374669473149795,0.17155707110282506,0.3772054626542237,-0.061441323203477005,0.28092292161977356,0.1281836167454774,1673.1062506075627
40.81277667,-73.90928,0.32085660609522276,1.1063656676368063,0.4812091024087871,0.3384465278388092,0.2434843812225147,0.43590576526971436,-0.33844652783882007,-8018.929012345679,1532.9413580246915,-0.29374669473149795,0.17155707110282506,0.3772054626542237,-0.061441323203477005,0.28092292161977356,0.1281836167454774,1673.1062506075627
40.81271,-73.90931167,0.3322530714497512,1.180924663506641,0.4982957985437927,0.3492601326585587,0.25594946547671277,0.45043875989998233,-0.34926013265857064,-8239.938271604939,1272.9135802469136,-0.31311784567103473,0.15779677664680153,0.395931471216948,-0.0512814277872518,0.3010436612516153,-0.9178832958832128,1605.76387673763
40.81264333,-73.90934,0.29573244410697125,1.0996232695039836,0.4435239477516114,0.3161601448723259,0.22029200676912594,0.4099011354492191,-0.3161601448723367,-8536.694444444445,1072.7716049382716,-0.2944733687267158,0.1278241921596434,0.3701462989253344,-0.03207499405997559,0.2778803175735808,-0.7465784981880125,1695.351256440167
40.81256167,-73.90936333,0.260822260346743,1.0693171314122552,0.39116905729331297,0.28152502356648734,0.1867784903907592,0.36806631878363655,-0.28152502356649656,-9069.422839506173,855.8487654320987,-0.2762412140487297,0.10165864163127206,0.34732295978949435,-0.0120660390170673,0.2585424329716748,-0.8794964266745694,1812.2156362399141
40.812485,-73.90938333,0.2277937172081949,0.9637070718525417,0.3416351289426625,0.2559079165288797,0.15207841721000523,0.3292012852656188,-0.2559079165288882,-9273.87962962963,611.8271604938271,-0.26751656214896236,0.08219611685883466,0.331867688264688,0.007362052635947066,0.24176906649717445,-1.6147642588905073,1828.065568192865
