,red,blue,green,nir08,swir16,swir22,coastal,lwir11
0,0.0713975,0.04560249999999999,0.06952750000000002,0.20887,0.13649,0.09543249999999998,0.03925000000000001,37.78553354000002
1,0.0713975,0.04560249999999999,0.06952750000000002,0.20887,0.13649,0.09543249999999998,0.03925000000000001,37.78553354000002
2,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
3,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
4,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
5,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
6,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
7,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
8,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
9,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
10,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
11,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
12,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
13,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
14,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
15,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
16,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
17,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
18,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
19,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
20,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
21,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
22,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
23,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044
24,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986
25,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986
26,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986
27,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986
28,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994
29,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994
30,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994
31,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994
32,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994
33,0.1140775,0.08929999999999999,0.10558000000000001,0.18964750000000002,0.212445,0.18799749999999998,0.0832775,37.327518860000055
34,0.1474625,0.10918250000000002,0.1348125,0.20961249999999998,0.2082925,0.1490575,0.09909000000000001,37.29333866000002
35,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024
36,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024
37,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024
38,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024
39,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024
40,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005
41,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005
42,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005
43,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002
44,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002
45,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002
46,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002
47,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055
48,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055
49,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055
50,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998
51,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998
52,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998
53,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998
54,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808
55,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808
56,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808
57,0.1589025,0.12296000000000001,0.14787499999999998,0.19061,0.21879749999999998,0.207165,0.11380249999999997,39.836345540000025
58,0.1589025,0.12296000000000001,0.14787499999999998,0.19061,0.21879749999999998,0.207165,0.11380249999999997,39.836345540000025
59,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998
60,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998
61,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998
62,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998
63,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998
64,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034
65,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034
66,0.12991750000000002,0.09534999999999999,0.11847750000000001,0.14339249999999998,0.16558499999999998,0.14336500000000002,0.08553250000000001,40.215745760000004
67,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034
68,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034
69,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001
70,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001
71,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001
72,0.1279925,0.09856749999999997,0.11938500000000002,0.15156000000000003,0.17969249999999998,0.164925,0.08622000000000002,41.08050481999999
73,0.1279925,0.09856749999999997,0.11938500000000002,0.15156000000000003,0.17969249999999998,0.164925,0.08622000000000002,41.08050481999999
74,0.1259575,0.0864125,0.11259249999999998,0.16321999999999998,0.16915999999999998,0.14977249999999998,0.07109500000000002,41.67865832000001
